TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
1.0408310367605926,2023-05-30 17:43:25,Credit,Philadelphia,Branch,56,Engineer,-0.22363617158670962,1,0.8573960873894472,2024-11-04 08:08:01,0.0
-0.9997795408356885,2023-11-02 16:01:40,Debit,Charlotte,Online,50,Doctor,0.062283038015191215,1,2.2752408808614075,2024-11-04 08:11:32,0.0
-0.3297968258033214,2023-03-29 17:00:31,Credit,Nashville,Branch,42,Engineer,0.9486325877810838,1,-0.6484936773800644,2024-11-04 08:11:41,1.0
0.002830612335830326,2023-04-25 16:11:24,Debit,Indianapolis,Branch,56,Retired,1.5061750465047905,1,-0.5383240065476822,2024-11-04 08:10:12,0.0
0.765588597991415,2023-04-18 18:40:47,Debit,Albuquerque,Branch,25,Student,0.11946687993557138,1,-0.8109611227415868,2024-11-04 08:12:10,1.0
-0.6177496136866844,2023-02-09 16:34:53,Credit,Austin,Online,60,Engineer,-1.4816806938350733,1,-0.3714029045524825,2024-11-04 08:07:11,0.0
-0.3716279208664489,2023-11-13 16:42:28,Credit,Indianapolis,Branch,32,Engineer,-0.23793213206680466,1,-1.0607992091216405,2024-11-04 08:08:42,1.0
-0.5620090799702975,2023-07-18 16:12:00,Debit,Atlanta,ATM,44,Engineer,1.4346952441043153,1,-0.3251202586719357,2024-11-04 08:10:18,1.0
-0.5289142086918527,2023-01-13 17:00:16,Debit,Dallas,Online,35,Engineer,0.21953860329623667,1,0.3231957427396068,2024-11-04 08:09:26,1.0
-0.9346861087145238,2023-07-04 18:20:33,Debit,Boston,ATM,62,Retired,-0.9241382351113667,1,0.19273719168713907,2024-11-04 08:12:15,0.0
-0.2181444598649658,2023-10-20 16:54:28,Credit,Jacksonville,Online,26,Student,2.292452872910018,1,0.3649375562089603,2024-11-04 08:08:45,1.0
3.134475631685065,2023-10-04 16:36:29,Debit,Indianapolis,Branch,20,Student,-1.367313009994313,1,-1.155938750312908,2024-11-04 08:06:51,1.0
-0.2243112060659182,2023-12-28 17:31:03,Debit,Omaha,ATM,37,Engineer,-0.9813220770317469,1,0.40397435658186615,2024-11-04 08:09:17,1.0
-0.4623818691237991,2023-06-12 17:53:52,Debit,Kansas City,Online,22,Student,-0.09497252726585426,1,-1.1487031607790925,2024-11-04 08:08:22,1.0
-0.7059683440614207,2023-03-13 16:32:12,Debit,Milwaukee,Branch,44,Doctor,-0.7239947883900362,1,2.4516256827039893,2024-11-04 08:11:36,1.0
-0.6074374436506471,2023-12-18 18:46:27,Debit,Miami,Branch,19,Student,-0.6096271045492758,1,-0.9619880293008822,2024-11-04 08:06:50,0.0
-0.4225720964265394,2023-07-17 18:54:31,Debit,Seattle,Online,50,Doctor,-0.7525867093502262,1,1.3881555528208673,2024-11-04 08:10:29,1.0
-0.3901624191704226,2023-06-19 18:22:10,Debit,Denver,ATM,38,Engineer,-0.2522280925468997,1,-1.169638167350178,2024-11-04 08:09:51,0.0
0.16374842847957272,2023-10-23 17:13:57,Credit,Phoenix,Online,58,Engineer,-0.5667392231089906,1,0.34297438826187915,2024-11-04 08:08:16,0.0
2.1410813381138585,2023-01-23 16:32:48,Debit,Detroit,ATM,63,Retired,-0.46666749974832533,1,-0.10216564368169591,2024-11-04 08:11:07,1.0
-0.12910349666343562,2023-11-06 16:34:10,Debit,Denver,Online,49,Doctor,0.7198972200995631,1,0.5288382739125815,2024-11-04 08:09:38,0.0
-0.48951555240798983,2023-07-03 16:40:24,Debit,San Diego,Online,34,Doctor,0.5340497338583277,1,-0.920623122869612,2024-11-04 08:09:42,0.0
3.571903495539292,2023-09-29 17:22:10,Credit,Austin,Online,54,Engineer,-1.2815372471137427,1,0.9076477951404213,2024-11-04 08:06:53,0.0
-0.9354055624379682,2023-10-20 17:27:35,Debit,Mesa,Branch,64,Doctor,-0.7239947883900362,1,1.219339659661426,2024-11-04 08:12:05,1.0
0.9266434529396235,2023-08-28 17:03:53,Debit,Washington,ATM,48,Doctor,-0.06638060630566417,1,1.3954552421910913,2024-11-04 08:07:32,0.0
-0.9866238156069899,2023-06-22 18:37:29,Credit,San Diego,Online,58,Doctor,0.8485608644204186,1,1.99212215941795,2024-11-04 08:09:10,0.0
0.3267218266902993,2023-11-20 16:28:09,Debit,Kansas City,Online,24,Student,-0.2808200135070898,1,-1.1083253918285165,2024-11-04 08:08:38,1.0
1.4366333637583906,2023-09-14 16:49:33,Credit,Milwaukee,Online,60,Retired,-1.2243534051933627,1,-0.2692918651534036,2024-11-04 08:08:12,1.0
-0.2526439788891831,2023-10-02 16:36:10,Debit,Kansas City,ATM,53,Engineer,-0.9241382351113667,4,-0.5600769270313429,2024-11-04 08:08:01,1.0
-0.229313122428913,2023-03-27 18:16:04,Debit,Houston,Branch,21,Student,0.21953860329623667,1,-1.1528363182307262,2024-11-04 08:10:44,0.0
0.49514251737853404,2023-12-21 16:37:03,Debit,Los Angeles,Online,19,Student,2.006533663308117,1,-0.9585497140759189,2024-11-04 08:08:21,1.0
1.1873597784354462,2023-03-02 16:05:09,Debit,San Antonio,ATM,29,Engineer,-0.681106906949751,1,-1.0181061540799818,2024-11-04 08:08:04,0.0
0.723175088009309,2023-06-26 16:16:50,Credit,Mesa,Branch,51,Engineer,0.10517091945547634,1,0.6651273460847859,2024-11-04 08:09:32,0.0
1.9220933285778141,2023-04-18 17:27:23,Credit,San Francisco,Branch,27,Student,0.9343366273009888,1,-0.8310782154000972,2024-11-04 08:10:47,1.0
-0.932664786348656,2023-07-17 17:08:24,Debit,Louisville,ATM,57,Engineer,-0.5953311440691808,1,-1.2597574093539148,2024-11-04 08:11:05,1.0
-0.5138056804995192,2023-09-01 17:26:02,Debit,Charlotte,Branch,71,Retired,0.19094668233604659,1,-0.7688141983061302,2024-11-04 08:07:22,1.0
-0.6254923061389914,2023-09-11 16:19:04,Debit,San Antonio,Branch,37,Doctor,0.7913770225000384,1,0.6485254884549293,2024-11-04 08:08:38,0.0
0.2938667733196694,2023-01-24 17:23:56,Debit,Fort Worth,Branch,30,Engineer,-1.367313009994313,1,0.9711450930868917,2024-11-04 08:11:07,1.0
-0.6819522935788226,2023-08-11 16:18:46,Credit,El Paso,Online,20,Student,0.677009338659278,1,1.0946013780100716,2024-11-04 08:10:02,1.0
-0.7343696362869184,2023-10-16 18:35:11,Credit,Fort Worth,Branch,55,Doctor,0.6341214572189929,1,-1.008416822808441,2024-11-04 08:10:52,0.0
-0.34750909128050156,2023-02-24 16:29:23,Debit,Virginia Beach,Branch,27,Engineer,0.37679416857728215,1,1.1036856068259144,2024-11-04 08:08:32,0.0
-0.5743768320733188,2023-01-02 16:36:02,Debit,Las Vegas,ATM,32,Engineer,1.649134651305741,1,0.7283323487772326,2024-11-04 08:06:35,1.0
0.0318828388825395,2023-11-30 16:31:03,Debit,Colorado Springs,Online,46,Engineer,-0.9813220770317469,1,1.1034856153363193,2024-11-04 08:10:48,1.0
-0.6256293449434569,2023-11-01 16:52:01,Debit,Seattle,Online,59,Retired,-0.5667392231089906,1,0.2641879973352026,2024-11-04 08:09:24,0.0
1.572507338386043,2023-03-06 16:47:02,Debit,Sacramento,Branch,27,Student,-1.4673847333549783,1,-1.2034495490590456,2024-11-04 08:11:40,1.0
0.7063193150600389,2023-11-27 18:32:49,Debit,Los Angeles,Online,22,Student,-1.2100574447132675,1,-1.1964831788381467,2024-11-04 08:09:22,0.0
-0.529530883311948,2023-07-31 16:37:46,Debit,San Antonio,ATM,63,Retired,0.39109012905737717,1,0.7351346234169251,2024-11-04 08:10:42,0.0
2.561345091708768,2023-11-22 16:13:39,Debit,Columbus,ATM,53,Retired,-0.666810946469656,1,-0.8421187712231337,2024-11-04 08:07:35,1.0
-0.1783346871677061,2023-03-21 16:29:31,Debit,New York,ATM,25,Student,0.8628568249005136,1,-1.0587351943892802,2024-11-04 08:10:26,0.0
-0.14808337108192265,2023-04-20 18:26:50,Credit,Dallas,Online,51,Engineer,0.7770810620199433,1,0.9576405395523041,2024-11-04 08:06:56,0.0
-0.28721201731563323,2023-03-01 17:52:14,Credit,Dallas,ATM,78,Retired,2.321044793870208,1,-0.40654243487173863,2024-11-04 08:09:36,1.0
0.10369117242251924,2023-02-10 16:52:48,Debit,Fresno,Online,40,Engineer,-0.22363617158670962,1,-1.1881912240003156,2024-11-04 08:06:30,1.0
-1.010982463100752,2023-07-21 16:43:11,Debit,San Diego,Online,47,Doctor,-0.18074829014642452,1,1.8027353467582248,2024-11-04 08:09:53,1.0
0.00851772272115303,2023-10-09 17:02:43,Credit,Austin,Online,68,Doctor,-1.038505918952127,1,2.1620739016785535,2024-11-04 08:12:18,0.0
-0.8243356114185914,2024-01-01 16:34:10,Credit,Oklahoma City,ATM,43,Engineer,0.03369111705500113,2,0.1471904119285643,2024-11-04 08:07:42,0.0
0.37704932763029453,2023-07-07 16:11:38,Debit,Boston,Online,26,Engineer,-0.8240665117507014,1,0.8287691004493158,2024-11-04 08:06:30,1.0
-0.6227172703485628,2023-05-22 17:09:52,Debit,Fresno,Branch,39,Engineer,0.677009338659278,1,0.3504304812329405,2024-11-04 08:10:02,1.0
-0.8360181694992846,2023-08-16 16:17:12,Debit,Houston,ATM,69,Retired,0.019395156574906088,1,-0.8879040023731489,2024-11-04 08:08:43,0.0
-0.8025464415085594,2023-11-17 16:02:02,Credit,Detroit,Online,46,Doctor,0.648417417699088,1,1.553943369708361,2024-11-04 08:10:13,0.0
0.06946573100723312,2023-05-22 17:29:35,Debit,Detroit,Online,27,Student,-0.40948365782794516,1,-1.2739978290104745,2024-11-04 08:11:32,0.0
0.11667559914563566,2023-08-25 17:26:07,Debit,Portland,Online,41,Engineer,-0.8383624722307964,1,-0.24145971618474077,2024-11-04 08:11:00,1.0
-1.0022804990171859,2023-11-27 16:38:34,Debit,Washington,ATM,56,Retired,-1.1242816818326973,1,0.11385593300257744,2024-11-04 08:10:48,1.0
-0.2845397606285538,2023-08-04 17:46:44,Credit,Detroit,Online,70,Doctor,1.8206861770668814,1,1.5479410610270494,2024-11-04 08:11:56,1.0
1.0319577741714443,2023-09-04 16:48:35,Debit,Philadelphia,Branch,57,Doctor,0.5483456943384226,1,-0.9483655320673028,2024-11-04 08:10:13,0.0
1.8626527471408554,2023-08-09 17:34:26,Debit,Tucson,Online,26,Student,-0.5667392231089906,1,-1.0283313599838995,2024-11-04 08:09:58,0.0
-0.8888466286207773,2023-09-07 16:07:40,Debit,Mesa,Online,26,Student,-0.16645232966632947,1,-1.2334405805179538,2024-11-04 08:07:42,1.0
2.5320187875531275,2023-07-11 16:39:53,Debit,San Antonio,Branch,58,Doctor,0.34820224761709206,1,0.10955098798936833,2024-11-04 08:09:24,0.0
-0.5922603960560809,2023-07-03 17:14:07,Debit,Oklahoma City,Branch,33,Engineer,-0.20934021110661458,1,0.30652465728642897,2024-11-04 08:07:25,0.0
0.016637271885740434,2023-09-25 17:13:36,Credit,San Antonio,Branch,78,Retired,-1.1385776423127922,1,0.004950310944175081,2024-11-04 08:11:55,1.0
-0.30680856635421544,2023-11-20 17:10:02,Debit,Louisville,Online,47,Engineer,2.1923811495493526,1,1.0847428231704115,2024-11-04 08:08:45,1.0
-0.9997795408356885,2023-11-17 17:27:07,Credit,Los Angeles,Branch,23,Student,1.9207579004275468,1,-1.0246571573609522,2024-11-04 08:10:53,1.0
0.2868777942919232,2023-08-21 16:46:05,Debit,Albuquerque,ATM,56,Doctor,-0.6382190255094659,1,1.7232720615590722,2024-11-04 08:09:32,1.0
-0.9641837113757462,2023-10-16 16:59:36,Debit,Milwaukee,ATM,50,Doctor,0.062283038015191215,1,2.381146630575882,2024-11-04 08:11:59,1.0
0.6457481634862393,2023-06-20 17:21:50,Debit,Oklahoma City,Online,18,Student,-0.7382907488701311,1,-0.8629409620821399,2024-11-04 08:07:03,0.0
0.13291469747481047,2023-01-16 16:53:38,Debit,San Antonio,Branch,21,Student,-1.4530887728748834,1,-1.0547866444665035,2024-11-04 08:09:57,0.0
2.3976179800734805,2023-11-22 16:07:19,Debit,Seattle,Online,69,Doctor,-0.02349272486537904,1,0.43478842994026246,2024-11-04 08:08:25,1.0
-0.21591757929239963,2023-09-01 16:09:08,Debit,Chicago,Online,23,Student,0.005099196094811046,1,-1.2436196345396575,2024-11-04 08:08:47,1.0
-0.9989915677100112,2023-10-23 18:38:15,Debit,Chicago,Online,30,Doctor,1.8063902165867864,1,0.08421616864718898,2024-11-04 08:09:43,0.0
2.577447151233477,2023-10-23 16:50:33,Debit,Detroit,ATM,80,Retired,-1.4102008914345983,1,-0.7888005272983668,2024-11-04 08:10:34,0.0
-0.2413725372218867,2023-07-03 17:42:08,Debit,Charlotte,ATM,18,Student,2.4925963196313483,1,-1.2236307415539647,2024-11-04 08:11:34,0.0
-0.218761134485061,2023-10-24 16:41:00,Credit,Oklahoma City,Online,66,Retired,-1.4673847333549783,1,-1.0378309557396708,2024-11-04 08:11:17,1.0
-0.6323442463622719,2023-09-25 16:54:22,Credit,Jacksonville,Branch,69,Retired,0.662713378179183,1,0.2470810329944454,2024-11-04 08:07:21,1.0
-0.8624666587611474,2023-02-16 17:57:10,Debit,Los Angeles,ATM,20,Student,-0.39518769734785014,1,-0.8858989594902843,2024-11-04 08:07:24,0.0
2.315257658589649,2023-08-30 17:23:20,Debit,Sacramento,Branch,77,Retired,2.5211882405915387,1,-0.7876800621579424,2024-11-04 08:11:44,1.0
0.7446559206092934,2023-04-13 18:37:48,Debit,New York,Online,41,Doctor,0.319610326656902,5,-1.2031213578966329,2024-11-04 08:10:01,1.0
0.4039431930066706,2023-07-28 16:29:23,Debit,Memphis,ATM,66,Doctor,0.30531436617680696,1,1.2818318721730078,2024-11-04 08:10:23,1.0
-0.10906157151034028,2023-02-06 17:48:55,Debit,Philadelphia,Online,54,Retired,-0.39518769734785014,1,-0.17130885521904582,2024-11-04 08:12:18,0.0
-0.7817850626320194,2023-07-24 18:08:43,Debit,Virginia Beach,Online,80,Retired,-0.09497252726585426,1,0.34318207173184345,2024-11-04 08:09:04,1.0
0.12106084088853528,2023-11-20 16:29:48,Credit,Albuquerque,Branch,35,Engineer,2.4783003591512536,1,-0.5964112783012575,2024-11-04 08:08:14,0.0
-0.10172999547143019,2023-10-09 16:52:47,Debit,San Antonio,Online,20,Student,0.5769376152986128,1,-1.158448899906673,2024-11-04 08:08:34,0.0
0.6798365660970597,2023-11-03 16:45:52,Debit,San Francisco,Branch,61,Doctor,2.078013465708592,1,1.997442445839873,2024-11-04 08:09:41,1.0
0.2695081258259072,2023-02-15 16:41:11,Debit,Tucson,ATM,37,Engineer,1.7920942561066913,1,1.012289496080916,2024-11-04 08:09:58,0.0
-0.7351233497114793,2023-09-04 17:59:51,Credit,Seattle,Online,36,Engineer,0.7341931805796582,1,0.9987413546575703,2024-11-04 08:11:01,0.0
-0.7000414157682832,2023-07-27 16:22:52,Credit,New York,Online,20,Student,-0.681106906949751,1,-1.0158806077598714,2024-11-04 08:12:04,0.0
1.7327742202085739,2023-04-17 16:08:34,Credit,Memphis,Branch,68,Doctor,0.13376284041566644,1,1.80865817164239,2024-11-04 08:08:40,1.0
-0.8970346971875974,2023-09-19 17:38:18,Debit,Charlotte,Branch,23,Student,0.03369111705500113,1,-1.154423430180206,2024-11-04 08:11:40,0.0
-0.9218044610947563,2023-05-31 16:37:39,Debit,Washington,Online,62,Doctor,-0.29511597398718487,1,0.9118142845069875,2024-11-04 08:06:30,0.0
-0.5415217787026888,2023-10-09 17:20:09,Credit,Louisville,Online,53,Doctor,0.8199689434602284,1,1.2780371618576123,2024-11-04 08:07:31,1.0
0.034178238857338526,2023-01-09 16:12:01,Debit,Detroit,Branch,33,Doctor,2.363932675310493,1,0.04959712899957147,2024-11-04 08:06:33,1.0
-0.8117623011088716,2023-05-26 18:15:08,Credit,Tucson,Branch,56,Retired,-0.9527301560715568,1,-1.04278202710388,2024-11-04 08:09:22,1.0
-0.7630792658224637,2023-08-14 17:43:17,Debit,Nashville,Branch,70,Doctor,0.07657899849528625,1,0.46335900902435356,2024-11-04 08:07:39,0.0
-0.6153856943096526,2023-11-24 18:51:32,Debit,Kansas City,Branch,51,Retired,0.24813052425642676,1,-0.9329969552899499,2024-11-04 08:09:21,0.0
-0.22503065978936268,2023-01-31 18:31:22,Debit,Memphis,ATM,34,Engineer,0.648417417699088,1,-1.2823923435865594,2024-11-04 08:12:15,1.0
-0.587155700589737,2023-02-14 16:07:01,Debit,Baltimore,Branch,75,Retired,2.120901347148877,1,0.14239318017173624,2024-11-04 08:08:42,1.0
0.7149527597413723,2023-05-02 17:03:29,Credit,Chicago,Online,53,Retired,0.6055295362588028,2,-0.9754336109859739,2024-11-04 08:09:09,1.0
0.023146615097857023,2023-12-04 17:07:34,Debit,Houston,Branch,31,Engineer,-1.1957614842331725,1,-0.2710661486251968,2024-11-04 08:08:45,1.0
-0.05393771241404857,2023-05-16 17:26:37,Debit,Detroit,ATM,22,Student,-0.15215636918623443,1,-0.9046596996103863,2024-11-04 08:07:38,0.0
1.645446242062864,2023-03-20 16:58:12,Debit,Houston,Branch,31,Engineer,-1.4673847333549783,1,0.4387626197976026,2024-11-04 08:09:15,0.0
-0.6112402704745679,2023-08-25 18:01:38,Debit,Los Angeles,Branch,56,Retired,-0.33800385542746997,1,0.10312305639430272,2024-11-04 08:07:34,1.0
-0.4124997442983171,2023-05-15 17:25:28,Debit,Chicago,Online,76,Retired,-1.0956897608725071,1,0.058714689730346825,2024-11-04 08:06:30,0.0
